rank,strategy,sample,return_date,net_return,gross_return,turnover,risky_weight,wealth
5,myopic,IS+OOS,1987-09-30,-0.0201994381748686,-0.0201994381748686,0.1451188207490567,1.0,2.9508173860311038
5,myopic,IS+OOS,1987-10-31,0.0,0.0,1.0,0.0,2.9508173860311038
5,myopic,IS+OOS,1987-11-30,-0.0011809075887045,-0.0011809075887045,0.8461595907928547,0.8461595907928547,2.9473327433870584
5,myopic,IS+OOS,1987-12-31,0.0098563410644721,0.0098563410644721,0.1540222953044998,0.9999999999999998,2.9763826601363674
5,myopic,IS+OOS,1988-01-31,0.0104383958198157,0.0104383958198157,0.6411190714116973,0.3588809285883025,3.007451320454107
5,myopic,IS+OOS,1988-02-29,0.0437537850395814,0.0437537850395814,0.7150158351805282,0.9999999999999998,3.1390386990462615
5,myopic,IS+OOS,1988-03-31,0.027261051239668,0.027261051239668,0.8062979034341413,1.0000000000000002,3.2246121938642625
5,myopic,IS+OOS,1988-04-30,0.0140766053016441,0.0140766053016441,0.0619554148022133,1.0000000000000002,3.270003786968158
5,myopic,IS+OOS,1988-05-31,-0.0089318814601134,-0.0089318814601134,0.127632941674901,0.9999999999999998,3.2407965007688366
5,myopic,IS+OOS,1988-06-30,0.0301184161028185,0.0301184161028185,0.4635411251718154,0.5384387880608945,3.338404158283551
5,myopic,IS+OOS,1988-07-31,-0.0108647795311195,-0.0108647795311195,0.555040072462984,0.9999999999999998,3.3021331331180273
5,myopic,IS+OOS,1988-08-31,-0.0221620157483996,-0.0221620157483996,0.3475526870599315,1.0,3.2289512066185533
5,myopic,IS+OOS,1988-09-30,0.0053697986087635,0.0053697986087635,0.7768189859935402,0.22318101400646,3.246290024315619
5,myopic,IS+OOS,1988-10-31,0.0007423397805637,0.0007423397805637,0.7037602333085855,0.9310903290917426,3.2486998745399154
5,myopic,IS+OOS,1988-11-30,-0.0236931770985966,-0.0236931770985966,0.1122911868401745,0.8428009773655322,3.1717278530722526
5,myopic,IS+OOS,1988-12-31,0.0,0.0,0.8389860452195742,0.0,3.1717278530722526
5,myopic,IS+OOS,1989-01-31,0.0062013524427961,0.0062013524427961,0.1062358429970611,0.1062358429970611,3.191396855341787
