refit_index,decision_date,train_window_start,train_window_end,epochs_logged,train_objective,best_validation_loss,history_csv
213,2017-09-30,1997-10-31,2017-09-30,500,-0.006163873044561421,0.006163873044561421,training_logs/pipinn/refit_213_20170930.csv
214,2017-10-31,1997-11-30,2017-10-31,500,-0.0061829665710617905,0.0061829665710617905,training_logs/pipinn/refit_214_20171031.csv
215,2017-11-30,1997-12-31,2017-11-30,500,-0.006299695862369129,0.006299695862369129,training_logs/pipinn/refit_215_20171130.csv
216,2017-12-31,1998-01-31,2017-12-31,500,-0.006150525753986181,0.006150525753986181,training_logs/pipinn/refit_216_20171231.csv
217,2018-01-31,1998-02-28,2018-01-31,500,-0.006239831953250508,0.006239831953250508,training_logs/pipinn/refit_217_20180131.csv
218,2018-02-28,1998-03-31,2018-02-28,500,-0.006313350404978326,0.006313350404978326,training_logs/pipinn/refit_218_20180228.csv
219,2018-03-31,1998-04-30,2018-03-31,500,-0.006294606830527324,0.006294606830527324,training_logs/pipinn/refit_219_20180331.csv
220,2018-04-30,1998-05-31,2018-04-30,500,-0.006289733905425898,0.006289733905425898,training_logs/pipinn/refit_220_20180430.csv
221,2018-05-31,1998-06-30,2018-05-31,500,-0.006226116031717696,0.006226116031717696,training_logs/pipinn/refit_221_20180531.csv
222,2018-06-30,1998-07-31,2018-06-30,500,-0.006100842518286512,0.006100842518286512,training_logs/pipinn/refit_222_20180630.csv
223,2018-07-31,1998-08-31,2018-07-31,500,-0.005616898265998397,0.005616898265998397,training_logs/pipinn/refit_223_20180731.csv
224,2018-08-31,1998-09-30,2018-08-31,500,-0.005714421945500321,0.005714421945500321,training_logs/pipinn/refit_224_20180831.csv
225,2018-09-30,1998-10-31,2018-09-30,500,-0.005868007037586939,0.005868007037586939,training_logs/pipinn/refit_225_20180930.csv
226,2018-10-31,1998-11-30,2018-10-31,500,-0.006093220391422446,0.006093220391422446,training_logs/pipinn/refit_226_20181031.csv
227,2018-11-30,1998-12-31,2018-11-30,500,-0.006088005417107649,0.006088005417107649,training_logs/pipinn/refit_227_20181130.csv
228,2018-12-31,1999-01-31,2018-12-31,500,-0.006438718144344444,0.006438718144344444,training_logs/pipinn/refit_228_20181231.csv
229,2019-01-31,1999-02-28,2019-01-31,500,-0.005916578674423885,0.005916578674423885,training_logs/pipinn/refit_229_20190131.csv
230,2019-02-28,1999-03-31,2019-02-28,500,-0.005806262538539764,0.005806262538539764,training_logs/pipinn/refit_230_20190228.csv
231,2019-03-31,1999-04-30,2019-03-31,500,-0.0060493373841303206,0.0060493373841303206,training_logs/pipinn/refit_231_20190331.csv
232,2019-04-30,1999-05-31,2019-04-30,500,-0.006115332569805195,0.006115332569805195,training_logs/pipinn/refit_232_20190430.csv
233,2019-05-31,1999-06-30,2019-05-31,500,-0.006031322851711834,0.006031322851711834,training_logs/pipinn/refit_233_20190531.csv
234,2019-06-30,1999-07-31,2019-06-30,500,-0.006124450810156394,0.006124450810156394,training_logs/pipinn/refit_234_20190630.csv
235,2019-07-31,1999-08-31,2019-07-31,500,-0.00591490016623401,0.00591490016623401,training_logs/pipinn/refit_235_20190731.csv
236,2019-08-31,1999-09-30,2019-08-31,500,-0.005870496053150469,0.005870496053150469,training_logs/pipinn/refit_236_20190831.csv
237,2019-09-30,1999-10-31,2019-09-30,500,-0.005894247719315972,0.005894247719315972,training_logs/pipinn/refit_237_20190930.csv
238,2019-10-31,1999-11-30,2019-10-31,500,-0.00610667459120169,0.00610667459120169,training_logs/pipinn/refit_238_20191031.csv
239,2019-11-30,1999-12-31,2019-11-30,500,-0.006389539649740042,0.006389539649740042,training_logs/pipinn/refit_239_20191130.csv
