optimizer_backend,oos_protocol,train_window_mode,refit_every,rebalance_every,rolling_train_months,fixed_train_end,strategy_display,strategy,strategy_legacy_label,comparison_role,benchmark_primary,benchmark_note,benchmark_source,cross_mode,months,ann_ret,ann_vol,sharpe,cer_ann,avg_turnover,avg_risky_weight,max_drawdown
pipinn,fixed_refit12_rebalance1,fixed,12,1,,,predictive_static,predictive_static,myopic,reference_only,False,"reference-only, not a primary benchmark",,reference,83,0.12299087151036336,0.05823961779083195,2.0296651606282845,0.10803136395709226,0.12315861215895076,0.9094160883657001,-0.05622352176405132
pipinn,fixed_refit12_rebalance1,fixed,12,1,,,pgdpo,pgdpo,policy,method_ablation,False,warmup direct policy ablation; useful for mechanism comparison,,reference,83,0.21542332836326095,0.1014593060760201,1.9876484514938488,0.17078346024335925,0.2951933855909178,0.9999250590007518,-0.059445049976162845
pipinn,fixed_refit12_rebalance1,fixed,12,1,,,ppgdpo,ppgdpo,ppgdpo,method_candidate,False,Pontryagin projection candidate,,estimated,83,0.21007760971761513,0.09996435900232616,1.9711087698490768,0.16706200548958877,0.3568258019283899,0.9999233085469247,-0.05946402849914556
pipinn,fixed_refit12_rebalance1,fixed,12,1,,,ppgdpo_zero,ppgdpo,ppgdpo,method_candidate,False,Pontryagin projection candidate,,zero,83,0.20977152785708553,0.09986588420570995,1.9703839903360412,0.16685455493511897,0.3580373314324555,0.9999231581716045,-0.05946504265249031
pipinn,fixed_refit12_rebalance1,fixed,12,1,,,equal_weight,equal_weight,equal_weight,external_benchmark,True,standard external benchmark,,benchmark,83,0.11432155333497285,0.04694325201963802,2.3392278777321494,0.10319995706520553,0.02911663909080228,1.0,-0.0468586063108678
pipinn,fixed_refit12_rebalance1,fixed,12,1,,,min_variance,min_variance,min_variance,external_benchmark,True,standard external benchmark,,benchmark,83,0.060428589062851534,0.02147812294889758,2.7490227012154302,0.05765991826979167,0.01713491593947682,0.6112693034442361,-0.02414673652256838
pipinn,fixed_refit12_rebalance1,fixed,12,1,,,risk_parity,risk_parity,risk_parity,external_benchmark,True,standard external benchmark,,benchmark,83,0.09293727348356273,0.0327959153707706,2.7359390663921426,0.08650090988596158,0.027046400398204128,0.9921193162049118,-0.03741466115901715
