selection_unit_id,spec,selection_protocol_name,train_window_mode,rolling_train_months,refit_every,rebalance_every,model_id,stage2_model_label,covariance_model_label,covariance_model_kind,mean_model_kind,cross_policy_label,selection_eval_mode,ppgdpo_lite_blocks_valid,ppgdpo_lite_score_mean,ppgdpo_lite_score_q10,ppgdpo_lite_ce_mean,ppgdpo_lite_predictive_static_ce_mean,ppgdpo_lite_myopic_ce_mean,ppgdpo_lite_equal_weight_ce_mean,ppgdpo_lite_min_variance_ce_mean,ppgdpo_lite_risk_parity_ce_mean,ppgdpo_lite_ce_delta_predictive_static_mean,ppgdpo_lite_ce_delta_myopic_mean,ppgdpo_lite_ce_delta_zero_mean,ppgdpo_lite_ce_delta_equal_weight_mean,ppgdpo_lite_ce_delta_min_variance_mean,ppgdpo_lite_ce_delta_risk_parity_mean,ppgdpo_lite_sharpe_mean,ppgdpo_lite_train_objective_mean,assigned_device,stage2_rank_myopic_ce,stage2_rank_ce_gain,stage2_rank_ppgdpo_score,stage2_rank_ppgdpo_q10,stage2_rank_hedging_gain,stage2_real_ppgdpo_score,stage2_mean_first_score,stage2_sort_score,diagnostic_rank,selected_stage2_model,selected_stage2_model_rank
pls_H12_k2__rolling240m_annual__baseline_mean,pls_H12_k2,rolling240m_annual,rolling,240,12,1,pls_H12_k2__rolling240m_annual__baseline_mean__regime_dcc__zero_cross,regime_dcc__zero_cross,regime_dcc,asset_regime_dcc,factor_apt,zero,pure_qp,1,0.0881362623463353,0.0881362623463353,0.0881362623463353,0.071569025376498,0.071569025376498,0.0429754365861768,0.005039295321805,0.0378165494478775,0.016567236969837307,0.016567236969837307,0.0,0.0451608257601585,0.0830969670245303,0.050319712898457804,1.1078305843865526,,cuda:0,0.5211267605633803,0.3661971830985915,0.46478873239436624,0.46478873239436624,0.6690140845070423,0.5158450704225352,0.5158450704225352,0.5158450704225352,36.0,False,
pls_H24_k2__rolling240m_annual__regime_mean,pls_H24_k2,rolling240m_annual,rolling,240,12,1,pls_H24_k2__rolling240m_annual__regime_mean__regime_dcc__gated_cross,regime_dcc__gated_cross,regime_dcc,asset_regime_dcc,factor_apt_regime,regime_gated,pure_qp,1,0.0884035843780703,0.0884035843780703,0.088828676292248,0.0650059271548831,0.0650059271548831,0.0429754365861768,0.005039295321805,0.0378165494478775,0.0238227491373649,0.0238227491373649,-0.0004250919141776943,0.0458532397060712,0.083789380970443,0.0510121268443705,1.1308137784384669,,cuda:1,0.09859154929577463,0.8873239436619719,0.5211267605633803,0.5211267605633803,0.3380281690140845,0.4753521126760563,0.4753521126760563,0.4753521126760563,37.0,False,
pls_H1_k2__rolling240m_annual__regime_mean,pls_H1_k2,rolling240m_annual,rolling,240,12,1,pls_H1_k2__rolling240m_annual__regime_mean__regime_dcc__zero_cross,regime_dcc__zero_cross,regime_dcc,asset_regime_dcc,factor_apt_regime,zero,pure_qp,1,0.0878398889488989,0.0878398889488989,0.0878398889488989,0.0616838096914077,0.0616838096914077,0.0429754365861768,0.005039295321805,0.0378165494478775,0.026156079257491194,0.026156079257491194,0.0,0.044864452362722095,0.0828005936270939,0.0500233395010214,1.100735961270462,,cuda:1,0.014084507042253502,0.9295774647887324,0.4084507042253521,0.4084507042253521,0.6690140845070423,0.4735915492957747,0.4735915492957747,0.4735915492957747,38.0,False,
pls_H12_k2__rolling240m_annual__regime_mean,pls_H12_k2,rolling240m_annual,rolling,240,12,1,pls_H12_k2__rolling240m_annual__regime_mean__const,const,const,constant,factor_apt_regime,estimated,pure_qp,1,0.08696267532578529,0.08696267532578529,0.0858799870540752,0.0722639375060856,0.0722639375060856,0.0429754365861768,0.005039295321805,0.0378165494478775,0.01361604954798959,0.01361604954798959,0.0010826882717100972,0.04290455046789839,0.0808406917322702,0.0480634376061977,1.1106276886988264,,cuda:1,0.823943661971831,0.12676056338028174,0.3098591549295775,0.3098591549295775,0.9436619718309859,0.4683098591549296,0.4683098591549296,0.4683098591549296,39.0,False,
pls_H24_k2__rolling240m_annual__regime_mean,pls_H24_k2,rolling240m_annual,rolling,240,12,1,pls_H24_k2__rolling240m_annual__regime_mean__dcc,dcc,dcc,asset_dcc,factor_apt_regime,estimated,pure_qp,1,0.08845003080252549,0.08845003080252549,0.089378210649103,0.0712240418764539,0.0712240418764539,0.0429754365861768,0.005039295321805,0.0378165494478775,0.018154168772649096,0.018154168772649096,-0.0009281798465775037,0.04640277406292619,0.084338915327298,0.051561661201225496,1.1341017481963724,,cuda:1,0.4859154929577465,0.6338028169014085,0.5352112676056338,0.5352112676056338,0.2535211267605634,0.46478873239436613,0.46478873239436613,0.46478873239436613,40.0,False,
pls_H12_k2__rolling240m_annual__regime_mean,pls_H12_k2,rolling240m_annual,rolling,240,12,1,pls_H12_k2__rolling240m_annual__regime_mean__dcc,dcc,dcc,asset_dcc,factor_apt_regime,estimated,pure_qp,1,0.08830189062534151,0.08830189062534151,0.089257560051022,0.0720215229758336,0.0720215229758336,0.0429754365861768,0.005039295321805,0.0378165494478775,0.017236037075188407,0.017236037075188407,-0.0009556694256804971,0.046282123464845205,0.08421826472921701,0.05144101060314451,1.1352988305677676,,cuda:1,0.7253521126760563,0.5211267605633803,0.5070422535211268,0.5070422535211268,0.21126760563380287,0.43309859154929575,0.43309859154929575,0.43309859154929575,41.0,False,
pls_H12_k2__rolling240m_annual__regime_mean,pls_H12_k2,rolling240m_annual,rolling,240,12,1,pls_H12_k2__rolling240m_annual__regime_mean__adcc,adcc,adcc,asset_adcc,factor_apt_regime,estimated,pure_qp,1,0.08827856217325561,0.08827856217325561,0.0892147940360128,0.0720073990667395,0.0720073990667395,0.0429754365861768,0.005039295321805,0.0378165494478775,0.0172073949692733,0.0172073949692733,-0.0009362318627571947,0.046239357449836004,0.0841754987142078,0.05139824458813531,1.1345148458303789,,cuda:1,0.6971830985915493,0.5070422535211268,0.49295774647887325,0.49295774647887325,0.23943661971830987,0.4295774647887324,0.4295774647887324,0.4295774647887324,42.0,False,
pls_H12_k2__rolling240m_annual__baseline_mean,pls_H12_k2,rolling240m_annual,rolling,240,12,1,pls_H12_k2__rolling240m_annual__baseline_mean__dcc,dcc,dcc,asset_dcc,factor_apt,estimated,pure_qp,1,0.0878659125512556,0.0878659125512556,0.0882666561119612,0.0723672483143843,0.0723672483143843,0.0429754365861768,0.005039295321805,0.0378165494478775,0.015899407797576898,0.015899407797576898,-0.000400743560705602,0.0452912195257844,0.0832273607901562,0.050450106664083706,1.1207081647345285,,cuda:0,0.8802816901408451,0.22535211267605637,0.43661971830985913,0.43661971830985913,0.352112676056338,0.4154929577464789,0.4154929577464789,0.4154929577464789,43.0,False,
pls_H24_k2__rolling240m_annual__regime_mean,pls_H24_k2,rolling240m_annual,rolling,240,12,1,pls_H24_k2__rolling240m_annual__regime_mean__adcc,adcc,adcc,asset_adcc,factor_apt_regime,estimated,pure_qp,1,0.0882485834107172,0.0882485834107172,0.0892428533342452,0.0712141778636604,0.0712141778636604,0.0429754365861768,0.005039295321805,0.0378165494478775,0.0180286754705848,0.0180286754705848,-0.0009942699235279961,0.0462674167480684,0.0842035580124402,0.0514263038863677,1.1327155272455764,,cuda:1,0.4577464788732394,0.5915492957746479,0.47887323943661975,0.47887323943661975,0.19718309859154926,0.4084507042253521,0.4084507042253521,0.4084507042253521,44.0,False,
pls_H24_k2__rolling240m_annual__baseline_mean,pls_H24_k2,rolling240m_annual,rolling,240,12,1,pls_H24_k2__rolling240m_annual__baseline_mean__regime_dcc,regime_dcc,regime_dcc,asset_regime_dcc,factor_apt,estimated,pure_qp,1,0.08799504207190421,0.08799504207190421,0.088733014176452,0.072040841068242,0.072040841068242,0.0429754365861768,0.005039295321805,0.0378165494478775,0.01669217310821,0.01669217310821,-0.0007379721045477905,0.045757577590275204,0.083693718854647,0.05091646472857451,1.127025503231958,,cuda:0,0.7887323943661972,0.3943661971830986,0.45070422535211263,0.45070422535211263,0.2816901408450704,0.4084507042253521,0.4084507042253521,0.4084507042253521,45.0,False,
pls_H2_k2__rolling240m_annual__regime_mean,pls_H2_k2,rolling240m_annual,rolling,240,12,1,pls_H2_k2__rolling240m_annual__regime_mean__regime_dcc,regime_dcc,regime_dcc,asset_regime_dcc,factor_apt_regime,estimated,pure_qp,1,0.0877714123661908,0.0877714123661908,0.0887121032056086,0.0623547734203462,0.0623547734203462,0.0429754365861768,0.005039295321805,0.0378165494478775,0.026357329785262402,0.026357329785262402,-0.0009406908394177932,0.0457366666194318,0.0836728078838036,0.0508955537577311,1.1256935093260696,,cuda:1,0.05633802816901412,0.9436619718309859,0.3943661971830986,0.3943661971830986,0.22535211267605637,0.3521126760563381,0.3521126760563381,0.3521126760563381,46.0,False,
pls_H12_k2__rolling240m_annual__regime_mean,pls_H12_k2,rolling240m_annual,rolling,240,12,1,pls_H12_k2__rolling240m_annual__regime_mean__regime_dcc__gated_cross,regime_dcc__gated_cross,regime_dcc,asset_regime_dcc,factor_apt_regime,regime_gated,pure_qp,1,0.08766407145239291,0.08766407145239291,0.0884824935931128,0.0654035426708978,0.0654035426708978,0.0429754365861768,0.005039295321805,0.0378165494478775,0.023078950922215,0.023078950922215,-0.0008184221407198933,0.045507057006936004,0.0834431982713078,0.05066594414523531,1.126190914901362,,cuda:1,0.14084507042253525,0.8591549295774648,0.3661971830985915,0.3661971830985915,0.2676056338028169,0.3415492957746479,0.3415492957746479,0.3415492957746479,47.0,False,
pls_H12_k2__rolling240m_annual__baseline_mean,pls_H12_k2,rolling240m_annual,rolling,240,12,1,pls_H12_k2__rolling240m_annual__baseline_mean__adcc,adcc,adcc,asset_adcc,factor_apt,estimated,pure_qp,1,0.08754080670385131,0.08754080670385131,0.0880866440346376,0.0723535549490287,0.0723535549490287,0.0429754365861768,0.005039295321805,0.0378165494478775,0.0157330890856089,0.0157330890856089,-0.0005458373307862946,0.045111207448460804,0.0830473487128326,0.05027009458676011,1.1188187155069127,,cuda:0,0.852112676056338,0.21126760563380287,0.352112676056338,0.352112676056338,0.295774647887324,0.3380281690140845,0.3380281690140845,0.3380281690140845,48.0,False,
pls_H12_k2__rolling240m_annual__baseline_mean,pls_H12_k2,rolling240m_annual,rolling,240,12,1,pls_H12_k2__rolling240m_annual__baseline_mean__regime_dcc__gated_cross,regime_dcc__gated_cross,regime_dcc,asset_regime_dcc,factor_apt,regime_gated,pure_qp,1,0.08708304104714891,0.08708304104714891,0.0876096516967421,0.071569025376498,0.071569025376498,0.0429754365861768,0.005039295321805,0.0378165494478775,0.01604062632024411,0.01604062632024411,-0.0005266106495931955,0.044634215110565305,0.0825703563749371,0.04979310224886461,1.114339368488811,,cuda:0,0.5211267605633803,0.23943661971830987,0.323943661971831,0.323943661971831,0.3098591549295775,0.3204225352112676,0.3204225352112676,0.3204225352112676,49.0,False,
pls_H24_k2__rolling240m_annual__regime_mean,pls_H24_k2,rolling240m_annual,rolling,240,12,1,pls_H24_k2__rolling240m_annual__regime_mean__const__zero_cross,const__zero_cross,const,constant,factor_apt_regime,zero,pure_qp,1,0.0856834201040293,0.0856834201040293,0.0856834201040293,0.071032513369747,0.071032513369747,0.0429754365861768,0.005039295321805,0.0378165494478775,0.014650906734282293,0.014650906734282293,0.0,0.042707983517852495,0.0806441247822243,0.0478668706561518,1.086135753691775,,cuda:1,0.4295774647887324,0.15492957746478875,0.18309859154929575,0.18309859154929575,0.6690140845070423,0.3045774647887324,0.3045774647887324,0.3045774647887324,50.0,False,
pls_H24_k2__rolling240m_annual__regime_mean,pls_H24_k2,rolling240m_annual,rolling,240,12,1,pls_H24_k2__rolling240m_annual__regime_mean__regime_dcc,regime_dcc,regime_dcc,asset_regime_dcc,factor_apt_regime,estimated,pure_qp,1,0.08711735088186631,0.08711735088186631,0.088185559544146,0.0650059271548831,0.0650059271548831,0.0429754365861768,0.005039295321805,0.0378165494478775,0.023179632389262905,0.023179632389262905,-0.0010682086622796905,0.0452101229579692,0.083146264222341,0.050369010096268506,1.1255148523808258,,cuda:1,0.09859154929577463,0.8732394366197183,0.3380281690140845,0.3380281690140845,0.16901408450704225,0.29577464788732394,0.29577464788732394,0.29577464788732394,51.0,False,
pls_H2_k2__rolling240m_annual__baseline_mean,pls_H2_k2,rolling240m_annual,rolling,240,12,1,pls_H2_k2__rolling240m_annual__baseline_mean__const__zero_cross,const__zero_cross,const,constant,factor_apt,zero,pure_qp,1,0.0855543483896496,0.0855543483896496,0.0855543483896496,0.0720324043650047,0.0720324043650047,0.0429754365861768,0.005039295321805,0.0378165494478775,0.013521944024644905,0.013521944024644905,0.0,0.042578911803472806,0.08051505306784461,0.04773779894177211,1.076481707855124,,cuda:0,0.7535211267605634,0.09859154929577463,0.16901408450704225,0.16901408450704225,0.6690140845070423,0.29401408450704225,0.29401408450704225,0.29401408450704225,52.0,False,
pls_H24_k2__rolling240m_annual__baseline_mean,pls_H24_k2,rolling240m_annual,rolling,240,12,1,pls_H24_k2__rolling240m_annual__baseline_mean__const__zero_cross,const__zero_cross,const,constant,factor_apt,zero,pure_qp,1,0.0854554569861197,0.0854554569861197,0.0854554569861197,0.0728831541765738,0.0728831541765738,0.0429754365861768,0.005039295321805,0.0378165494478775,0.012572302809545896,0.012572302809545896,0.0,0.0424800203999429,0.0804161616643147,0.0476389075382422,1.0793997234005597,,cuda:0,0.9929577464788732,0.08450704225352113,0.15492957746478875,0.15492957746478875,0.6690140845070423,0.2834507042253521,0.2834507042253521,0.2834507042253521,53.0,False,
pls_H1_k2__rolling240m_annual__baseline_mean,pls_H1_k2,rolling240m_annual,rolling,240,12,1,pls_H1_k2__rolling240m_annual__baseline_mean__const__zero_cross,const__zero_cross,const,constant,factor_apt,zero,pure_qp,1,0.0853671553598494,0.0853671553598494,0.0853671553598494,0.0717934426721651,0.0717934426721651,0.0429754365861768,0.005039295321805,0.0378165494478775,0.0135737126876843,0.0135737126876843,0.0,0.0423917187736726,0.0803278600380444,0.047550605911971904,1.0725697869124904,,cuda:0,0.6126760563380282,0.11267605633802813,0.12676056338028174,0.12676056338028174,0.6690140845070423,0.26232394366197187,0.26232394366197187,0.26232394366197187,54.0,False,
pls_H2_k2__rolling240m_annual__baseline_mean,pls_H2_k2,rolling240m_annual,rolling,240,12,1,pls_H2_k2__rolling240m_annual__baseline_mean__dcc,dcc,dcc,asset_dcc,factor_apt,estimated,pure_qp,1,0.08695615461628971,0.08695615461628971,0.0886851925704996,0.0718879015157979,0.0718879015157979,0.0429754365861768,0.005039295321805,0.0378165494478775,0.016797291054701707,0.016797291054701707,-0.0017290379542098944,0.0457097559843228,0.0836458972486946,0.050868643122622105,1.119509091552381,,cuda:0,0.6690140845070423,0.4225352112676056,0.295774647887324,0.295774647887324,0.09859154929577463,0.24647887323943668,0.24647887323943668,0.24647887323943668,55.0,False,
pls_H2_k2__rolling240m_annual__regime_mean,pls_H2_k2,rolling240m_annual,rolling,240,12,1,pls_H2_k2__rolling240m_annual__regime_mean__const__zero_cross,const__zero_cross,const,constant,factor_apt_regime,zero,pure_qp,1,0.0850749002153401,0.0850749002153401,0.0850749002153401,0.0708835773131046,0.0708835773131046,0.0429754365861768,0.005039295321805,0.0378165494478775,0.0141913229022355,0.0141913229022355,0.0,0.0420994636291633,0.0800356048935351,0.047258350767462605,1.0769776758050251,,cuda:1,0.35915492957746475,0.14084507042253525,0.09859154929577463,0.09859154929577463,0.6690140845070423,0.24119718309859153,0.24119718309859153,0.24119718309859153,56.0,False,
pls_H2_k2__rolling240m_annual__baseline_mean,pls_H2_k2,rolling240m_annual,rolling,240,12,1,pls_H2_k2__rolling240m_annual__baseline_mean__regime_dcc__gated_cross,regime_dcc__gated_cross,regime_dcc,asset_regime_dcc,factor_apt,regime_gated,pure_qp,1,0.08659200308203861,0.08659200308203861,0.0880056156682048,0.0710148412165119,0.0710148412165119,0.0429754365861768,0.005039295321805,0.0378165494478775,0.016990774451692905,0.016990774451692905,-0.0014136125861661936,0.045030179082028006,0.08296632034639981,0.05018906622032731,1.1124726464654626,,cuda:0,0.3943661971830986,0.49295774647887325,0.2676056338028169,0.2676056338028169,0.12676056338028174,0.2323943661971831,0.2323943661971831,0.2323943661971831,57.0,False,
pls_H2_k2__rolling240m_annual__baseline_mean,pls_H2_k2,rolling240m_annual,rolling,240,12,1,pls_H2_k2__rolling240m_annual__baseline_mean__adcc,adcc,adcc,asset_adcc,factor_apt,estimated,pure_qp,1,0.0868622450382048,0.0868622450382048,0.0886093355116084,0.0718698395298264,0.0718698395298264,0.0429754365861768,0.005039295321805,0.0378165494478775,0.01673949598178201,0.01673949598178201,-0.0017470904734036008,0.045633898925431605,0.08357004018980341,0.05079278606373091,1.1182585502853493,,cuda:0,0.6408450704225352,0.4084507042253521,0.2816901408450704,0.2816901408450704,0.08450704225352113,0.23239436619718307,0.23239436619718307,0.23239436619718307,58.0,False,
pls_H12_k2__rolling240m_annual__baseline_mean,pls_H12_k2,rolling240m_annual,rolling,240,12,1,pls_H12_k2__rolling240m_annual__baseline_mean__const__zero_cross,const__zero_cross,const,constant,factor_apt,zero,pure_qp,1,0.0849116115764239,0.0849116115764239,0.0849116115764239,0.0725646345587435,0.0725646345587435,0.0429754365861768,0.005039295321805,0.0378165494478775,0.012346977017680408,0.012346977017680408,0.0,0.041936174990247106,0.07987231625461891,0.04709506212854641,1.0741988619777392,,cuda:0,0.9084507042253521,0.04225352112676062,0.07042253521126762,0.07042253521126762,0.6690140845070423,0.22007042253521128,0.22007042253521128,0.22007042253521128,59.0,False,
pls_H12_k2__rolling240m_annual__regime_mean,pls_H12_k2,rolling240m_annual,rolling,240,12,1,pls_H12_k2__rolling240m_annual__regime_mean__regime_dcc,regime_dcc,regime_dcc,asset_regime_dcc,factor_apt_regime,estimated,pure_qp,1,0.08619897221555489,0.08619897221555489,0.0877499439746938,0.0654035426708978,0.0654035426708978,0.0429754365861768,0.005039295321805,0.0378165494478775,0.02234640130379599,0.02234640130379599,-0.0015509717591389027,0.044774507388516994,0.0827106486528888,0.0499333945268163,1.120455505391993,,cuda:1,0.14084507042253525,0.8450704225352113,0.2535211267605634,0.2535211267605634,0.11267605633802813,0.21830985915492956,0.21830985915492956,0.21830985915492956,60.0,False,
pls_H12_k2__rolling240m_annual__regime_mean,pls_H12_k2,rolling240m_annual,rolling,240,12,1,pls_H12_k2__rolling240m_annual__regime_mean__const__zero_cross,const__zero_cross,const,constant,factor_apt_regime,zero,pure_qp,1,0.0847972987823651,0.0847972987823651,0.0847972987823651,0.0722639375060856,0.0722639375060856,0.0429754365861768,0.005039295321805,0.0378165494478775,0.012533361276279492,0.012533361276279492,0.0,0.041821862196188296,0.0797580034605601,0.0469807493344876,1.0784784957269726,,cuda:1,0.823943661971831,0.07042253521126762,0.05633802816901412,0.05633802816901412,0.6690140845070423,0.20950704225352115,0.20950704225352115,0.20950704225352115,61.0,False,
pls_H1_k2__rolling240m_annual__baseline_mean,pls_H1_k2,rolling240m_annual,rolling,240,12,1,pls_H1_k2__rolling240m_annual__baseline_mean__regime_dcc__gated_cross,regime_dcc__gated_cross,regime_dcc,asset_regime_dcc,factor_apt,regime_gated,pure_qp,1,0.0860904451131359,0.0860904451131359,0.0874328034111862,0.0708320323871424,0.0708320323871424,0.0429754365861768,0.005039295321805,0.0378165494478775,0.016600771024043795,0.016600771024043795,-0.0013423582980502946,0.0444573668250094,0.0823935080893812,0.0496162539633087,1.105435110513107,,cuda:0,0.323943661971831,0.3802816901408451,0.22535211267605637,0.22535211267605637,0.14084507042253525,0.2042253521126761,0.2042253521126761,0.2042253521126761,62.0,False,
pls_H1_k2__rolling240m_annual__regime_mean,pls_H1_k2,rolling240m_annual,rolling,240,12,1,pls_H1_k2__rolling240m_annual__regime_mean__const__zero_cross,const__zero_cross,const,constant,factor_apt_regime,zero,pure_qp,1,0.0842804401271573,0.0842804401271573,0.0842804401271573,0.0696167556343284,0.0696167556343284,0.0429754365861768,0.005039295321805,0.0378165494478775,0.014663684492828899,0.014663684492828899,0.0,0.041305003540980496,0.0792411448053523,0.0464638906792798,1.066902207285443,,cuda:1,0.23239436619718312,0.16901408450704225,0.04225352112676062,0.04225352112676062,0.6690140845070423,0.19894366197183103,0.19894366197183103,0.19894366197183103,63.0,False,
pls_H1_k2__rolling240m_annual__baseline_mean,pls_H1_k2,rolling240m_annual,rolling,240,12,1,pls_H1_k2__rolling240m_annual__baseline_mean__dcc,dcc,dcc,asset_dcc,factor_apt,estimated,pure_qp,1,0.0861937622511863,0.0861937622511863,0.0879706722394457,0.0717013733388092,0.0717013733388092,0.0429754365861768,0.005039295321805,0.0378165494478775,0.016269298900636497,0.016269298900636497,-0.001776909988259398,0.0449952356532689,0.0829313769176407,0.0501541227915682,1.1110442780475407,,cuda:0,0.5845070422535211,0.295774647887324,0.23943661971830987,0.23943661971830987,0.07042253521126762,0.1971830985915493,0.1971830985915493,0.1971830985915493,64.0,False,
pls_H12_k2__rolling240m_annual__baseline_mean,pls_H12_k2,rolling240m_annual,rolling,240,12,1,pls_H12_k2__rolling240m_annual__baseline_mean__regime_dcc,regime_dcc,regime_dcc,asset_regime_dcc,factor_apt,estimated,pure_qp,1,0.08591428298542629,0.08591428298542629,0.0870252726658808,0.071569025376498,0.071569025376498,0.0429754365861768,0.005039295321805,0.0378165494478775,0.015456247289382802,0.015456247289382802,-0.001110989680454505,0.044049836079703995,0.0819859773440758,0.0492087232180033,1.1096470179210385,,cuda:0,0.5211267605633803,0.18309859154929575,0.19718309859154926,0.19718309859154926,0.15492957746478875,0.18661971830985913,0.18661971830985913,0.18661971830985913,65.0,False,
pls_H24_k2__rolling240m_annual__baseline_mean,pls_H24_k2,rolling240m_annual,rolling,240,12,1,pls_H24_k2__rolling240m_annual__baseline_mean__const,const,const,constant,factor_apt,estimated,pure_qp,1,0.0851721506470659,0.0851721506470659,0.0853138038165928,0.0728831541765738,0.0728831541765738,0.0429754365861768,0.005039295321805,0.0378165494478775,0.012430649640018998,0.012430649640018998,-0.000141653169526898,0.042338367230416,0.0802745084947878,0.047497254368715304,1.091900612188368,,cuda:0,0.9929577464788732,0.05633802816901412,0.11267605633802813,0.11267605633802813,0.3943661971830986,0.18309859154929575,0.18309859154929575,0.18309859154929575,66.0,False,
pls_H1_k2__rolling240m_annual__baseline_mean,pls_H1_k2,rolling240m_annual,rolling,240,12,1,pls_H1_k2__rolling240m_annual__baseline_mean__adcc,adcc,adcc,asset_adcc,factor_apt,estimated,pure_qp,1,0.08597429242909409,0.08597429242909409,0.0878378061501242,0.0716881036398699,0.0716881036398699,0.0429754365861768,0.005039295321805,0.0378165494478775,0.0161497025102543,0.0161497025102543,-0.0018635137210301078,0.044862369563947395,0.0827985108283192,0.0500212567022467,1.1095213986622028,,cuda:0,0.556338028169014,0.2676056338028169,0.21126760563380287,0.21126760563380287,0.04225352112676062,0.1690140845070423,0.1690140845070423,0.1690140845070423,67.0,False,
pls_H2_k2__rolling240m_annual__baseline_mean,pls_H2_k2,rolling240m_annual,rolling,240,12,1,pls_H2_k2__rolling240m_annual__baseline_mean__regime_dcc,regime_dcc,regime_dcc,asset_regime_dcc,factor_apt,estimated,pure_qp,1,0.0854087667415362,0.0854087667415362,0.0874139974979536,0.0710148412165119,0.0710148412165119,0.0429754365861768,0.005039295321805,0.0378165494478775,0.0163991562814417,0.0163991562814417,-0.0020052307564173977,0.0444385609117768,0.0823747021761486,0.049597448050076105,1.107541909921164,,cuda:0,0.3943661971830986,0.3380281690140845,0.14084507042253525,0.14084507042253525,0.014084507042253502,0.10915492957746482,0.10915492957746482,0.10915492957746482,68.0,False,
pls_H1_k2__rolling240m_annual__baseline_mean,pls_H1_k2,rolling240m_annual,rolling,240,12,1,pls_H1_k2__rolling240m_annual__baseline_mean__regime_dcc,regime_dcc,regime_dcc,asset_regime_dcc,factor_apt,estimated,pure_qp,1,0.0849900424457613,0.0849900424457613,0.0868826020774989,0.0708320323871424,0.0708320323871424,0.0429754365861768,0.005039295321805,0.0378165494478775,0.016050569690356495,0.016050569690356495,-0.0018925596317375948,0.0439071654913221,0.0818433067556939,0.0490660526296214,1.100811220791322,,cuda:0,0.323943661971831,0.2535211267605634,0.08450704225352113,0.08450704225352113,0.028169014084507005,0.0704225352112676,0.0704225352112676,0.0704225352112676,69.0,False,
pls_H12_k2__rolling240m_annual__baseline_mean,pls_H12_k2,rolling240m_annual,rolling,240,12,1,pls_H12_k2__rolling240m_annual__baseline_mean__const,const,const,constant,factor_apt,estimated,pure_qp,1,0.08281496883451969,0.08281496883451969,0.0838632902054718,0.0725646345587435,0.0725646345587435,0.0429754365861768,0.005039295321805,0.0378165494478775,0.0112986556467283,0.0112986556467283,-0.0010483213709521072,0.040887853619295,0.0788239948836668,0.0460467407575943,1.08213011391688,,cuda:0,0.9084507042253521,0.0,0.028169014084507005,0.028169014084507005,0.18309859154929575,0.06690140845070419,0.06690140845070419,0.06690140845070419,70.0,False,
pls_H2_k2__rolling240m_annual__baseline_mean,pls_H2_k2,rolling240m_annual,rolling,240,12,1,pls_H2_k2__rolling240m_annual__baseline_mean__const,const,const,constant,factor_apt,estimated,pure_qp,1,0.08188871621325979,0.08188871621325979,0.0837215323014547,0.0720324043650047,0.0720324043650047,0.0429754365861768,0.005039295321805,0.0378165494478775,0.011689127936449994,0.011689127936449994,-0.0018328160881949107,0.040746095715277895,0.0786822369796497,0.0459049828535772,1.0731733168456092,,cuda:0,0.7535211267605634,0.028169014084507005,0.014084507042253502,0.014084507042253502,0.05633802816901412,0.024647887323943657,0.024647887323943657,0.024647887323943657,71.0,False,
pls_H1_k2__rolling240m_annual__baseline_mean,pls_H1_k2,rolling240m_annual,rolling,240,12,1,pls_H1_k2__rolling240m_annual__baseline_mean__const,const,const,constant,factor_apt,estimated,pure_qp,1,0.08126154044438319,0.08126154044438319,0.0833143479021163,0.0717934426721651,0.0717934426721651,0.0429754365861768,0.005039295321805,0.0378165494478775,0.011520905229951195,0.011520905229951195,-0.002052807457733105,0.040338911315939495,0.0782750525803113,0.0454977984542388,1.0678344238157231,,cuda:0,0.6126760563380282,0.014084507042253502,0.0,0.0,0.0,0.0,0.0,0.0,72.0,False,
