selection_unit_id,spec,selection_protocol_name,train_window_mode,rolling_train_months,refit_every,rebalance_every,model_id,stage2_model_label,covariance_model_label,covariance_model_kind,mean_model_kind,cross_policy_label,selection_eval_mode,ppgdpo_lite_blocks_valid,ppgdpo_lite_score_mean,ppgdpo_lite_score_q10,ppgdpo_lite_ce_mean,ppgdpo_lite_predictive_static_ce_mean,ppgdpo_lite_myopic_ce_mean,ppgdpo_lite_equal_weight_ce_mean,ppgdpo_lite_min_variance_ce_mean,ppgdpo_lite_risk_parity_ce_mean,ppgdpo_lite_ce_delta_predictive_static_mean,ppgdpo_lite_ce_delta_myopic_mean,ppgdpo_lite_ce_delta_zero_mean,ppgdpo_lite_ce_delta_equal_weight_mean,ppgdpo_lite_ce_delta_min_variance_mean,ppgdpo_lite_ce_delta_risk_parity_mean,ppgdpo_lite_sharpe_mean,ppgdpo_lite_train_objective_mean,assigned_device,stage2_rank_myopic_ce,stage2_rank_ce_gain,stage2_rank_ppgdpo_score,stage2_rank_ppgdpo_q10,stage2_rank_hedging_gain,stage2_real_ppgdpo_score,stage2_mean_first_score,stage2_sort_score,diagnostic_rank,selected_stage2_model,selected_stage2_model_rank,kind,factor_dim,state_dim,horizon,latent_k,feature_blocks,provided_source,residual_base,residual_k,stage1_engine,legacy_spec,r2_oos_ret_mean,r2_oos_ret_median,r2_roll_ret_q10,r2_roll_ret_min,r2_oos_state_mean,r2_oos_state_median,r2_roll_state_q10,r2_roll_state_min,train_obs_mean,train_obs_min_mean,train_obs_max_mean,cross_mean_abs_rho,cross_max_abs_rho,n_blocks,selection_split_mode,selection_val_months_requested,fail_return,fail_state,fail_cross,warn_cross,passes_guard,score_ret_mean_rank,score_ret_q10_rank,score_state_mean_rank,score_state_q10_rank,score_ret_mean_component,score_ret_q10_component,score_state_mean_component,score,stage1_mean_variant_label,cheap_rank,cheap_selected_for_rerank,recommended,official_selected_stage1,diagnostic_stage2,stage1_selected_rank,official_selected_model,official_oos_candidate,selection_role,selection_protocol,final_score,final_rank
pls_H2_k2__rolling240m_annual__baseline_mean,pls_H2_k2,rolling240m_annual,rolling,240,12,1,pls_H2_k2__rolling240m_annual__baseline_mean__adcc__zero_cross,adcc__zero_cross,adcc,asset_adcc,factor_apt,zero,pure_qp,1.0,0.090356425985012,0.090356425985012,0.090356425985012,0.0718698395298264,0.0718698395298264,0.0429754365861768,0.005039295321805,0.0378165494478775,0.01848658645518561,0.01848658645518561,0.0,0.047380989398835206,0.08531713066320701,0.05253987653713451,1.1212663223909176,,cuda:0,0.6408450704225352,0.676056338028169,0.9577464788732395,0.9577464788732395,0.6690140845070423,0.8855633802816902,0.8855633802816902,0.8855633802816902,6.0,False,,pls,2,2,2.0,2.0,returns,,,,ported_legacy_v2,pls_H2_k2,0.04530791445315138,0.0414605120053011,-0.0028440520814641485,-0.029376634484264356,0.5821860685293003,0.5821860685293003,0.5193710348464198,0.46920263686039004,234.0,192.0,240.0,0.6374434350520934,0.8448145814569078,1,trailing_holdout,240,False,False,False,False,True,0.96,0.92,0.42000000000000004,0.45999999999999996,0.038511727285178675,-0.00042660781221962225,0.0,0.038085119472959054,baseline_mean,5,True,False,True,True,5.0,False,False,stage1_survivor_stage2_nonselected,stage1_spec_protocol_selection+stage2_protocol_covariance_selection,0.8855633802816902,
pls_H1_k2__rolling240m_annual__regime_mean,pls_H1_k2,rolling240m_annual,rolling,240,12,1,pls_H1_k2__rolling240m_annual__regime_mean__adcc,adcc,adcc,asset_adcc,factor_apt_regime,estimated,pure_qp,1.0,0.0899676825230615,0.0899676825230615,0.0894041152209834,0.0692109090907599,0.0692109090907599,0.0429754365861768,0.005039295321805,0.0378165494478775,0.020193206130223504,0.020193206130223504,0.0005635673020780996,0.046428678634806604,0.0843648198991784,0.05158756577310591,1.1335709227503672,,cuda:1,0.176056338028169,0.8169014084507042,0.8591549295774648,0.8591549295774648,0.9014084507042254,0.869718309859155,0.869718309859155,0.869718309859155,7.0,False,,pls,2,2,1.0,2.0,returns,,,,ported_legacy_v2,pls_H1_k2,0.04599483683163494,0.042465320953960495,-0.0006814833690415023,-0.02672979464824226,0.5853276715012625,0.5853276715012625,0.5174663350017368,0.4730424408508606,234.0,192.0,240.0,0.6312442468279548,0.845405750264634,1,trailing_holdout,240,False,False,False,False,True,1.0,0.98,0.43999999999999995,0.42000000000000004,0.0390956113068897,-0.00010222250535622534,0.0,0.03899338880153347,regime_mean,2,True,False,True,True,2.0,False,False,stage1_survivor_stage2_nonselected,stage1_spec_protocol_selection+stage2_protocol_covariance_selection,0.869718309859155,
pls_H24_k2__rolling240m_annual__regime_mean,pls_H24_k2,rolling240m_annual,rolling,240,12,1,pls_H24_k2__rolling240m_annual__regime_mean__adcc__zero_cross,adcc__zero_cross,adcc,asset_adcc,factor_apt_regime,zero,pure_qp,1.0,0.0902371232577732,0.0902371232577732,0.0902371232577732,0.0712141778636604,0.0712141778636604,0.0429754365861768,0.005039295321805,0.0378165494478775,0.019022945394112797,0.019022945394112797,0.0,0.047261686671596394,0.0851978279359682,0.0524205738098957,1.129175229665613,,cuda:1,0.4577464788732394,0.704225352112676,0.9154929577464789,0.9154929577464789,0.6690140845070423,0.8538732394366197,0.8538732394366197,0.8538732394366197,9.0,False,,pls,2,2,24.0,2.0,returns,,,,ported_legacy_v2,pls_H24_k2,0.045385471265688655,0.04069564419146765,-0.0014508100518091124,-0.02555646753235403,0.5673885129999838,0.5673885129999838,0.5231782370043916,0.4893649063636906,234.0,192.0,240.0,0.5243822287088782,0.9495517793728344,1,trailing_holdout,240,False,False,False,False,True,0.98,0.96,0.31999999999999995,0.48,0.03857765057583536,-0.00021762150777136685,0.0,0.03836002906806399,regime_mean,4,True,False,True,True,4.0,False,False,stage1_survivor_stage2_nonselected,stage1_spec_protocol_selection+stage2_protocol_covariance_selection,0.8538732394366197,
pls_H12_k2__rolling240m_annual__regime_mean,pls_H12_k2,rolling240m_annual,rolling,240,12,1,pls_H12_k2__rolling240m_annual__regime_mean__adcc__zero_cross,adcc__zero_cross,adcc,asset_adcc,factor_apt_regime,zero,pure_qp,1.0,0.09015102589877,0.09015102589877,0.09015102589877,0.0720073990667395,0.0720073990667395,0.0429754365861768,0.005039295321805,0.0378165494478775,0.018143626832030496,0.018143626832030496,0.0,0.0471755893125932,0.085111730576965,0.0523344764508925,1.1278564068636807,,cuda:1,0.6971830985915493,0.619718309859155,0.8732394366197183,0.8732394366197183,0.6690140845070423,0.8221830985915493,0.8221830985915493,0.8221830985915493,11.0,False,,pls,2,2,12.0,2.0,returns,,,,ported_legacy_v2,pls_H12_k2,0.04393403270776767,0.03924292567086418,-0.002989471125259799,-0.02799367512841348,0.5708345372217636,0.5708345372217636,0.5180973973616043,0.4732718293301915,234.0,192.0,240.0,0.5800241867056645,0.9425475285901042,1,trailing_holdout,240,False,False,False,False,True,0.92,0.9,0.33999999999999997,0.43999999999999995,0.03734392780160252,-0.00044842066878896983,0.0,0.03689550713281355,regime_mean,8,True,False,True,True,8.0,False,False,stage1_survivor_stage2_nonselected,stage1_spec_protocol_selection+stage2_protocol_covariance_selection,0.8221830985915493,
pls_H1_k2__rolling240m_annual__baseline_mean,pls_H1_k2,rolling240m_annual,rolling,240,12,1,pls_H1_k2__rolling240m_annual__baseline_mean__adcc__zero_cross,adcc__zero_cross,adcc,asset_adcc,factor_apt,zero,pure_qp,1.0,0.0897013198711543,0.0897013198711543,0.0897013198711543,0.0716881036398699,0.0716881036398699,0.0429754365861768,0.005039295321805,0.0378165494478775,0.018013216231284407,0.018013216231284407,0.0,0.0467258832849775,0.0846620245493493,0.051884770423276806,1.1129722135246958,,cuda:0,0.556338028169014,0.5774647887323944,0.8028169014084507,0.8028169014084507,0.6690140845070423,0.7693661971830987,0.7693661971830987,0.7693661971830987,14.0,False,,pls,2,2,1.0,2.0,returns,,,,ported_legacy_v2,pls_H1_k2,0.04599483683163494,0.042465320953960495,-0.0006814833690415023,-0.02672979464824226,0.5853276715012625,0.5853276715012625,0.5174663350017368,0.4730424408508606,234.0,192.0,240.0,0.6312442468279548,0.845405750264634,1,trailing_holdout,240,False,False,False,False,True,1.0,0.98,0.43999999999999995,0.42000000000000004,0.0390956113068897,-0.00010222250535622534,0.0,0.03899338880153347,baseline_mean,1,True,False,True,True,1.0,False,False,stage1_survivor_stage2_nonselected,stage1_spec_protocol_selection+stage2_protocol_covariance_selection,0.7693661971830987,
pls_H24_k2__rolling240m_annual__baseline_mean,pls_H24_k2,rolling240m_annual,rolling,240,12,1,pls_H24_k2__rolling240m_annual__baseline_mean__adcc__zero_cross,adcc__zero_cross,adcc,asset_adcc,factor_apt,zero,pure_qp,1.0,0.0896640896550721,0.0896640896550721,0.0896640896550721,0.0728018583383335,0.0728018583383335,0.0429754365861768,0.005039295321805,0.0378165494478775,0.0168622313167386,0.0168622313167386,0.0,0.046688653068895296,0.0846247943332671,0.0518475402071946,1.1237283330971122,,cuda:0,0.9366197183098591,0.46478873239436624,0.7887323943661972,0.7887323943661972,0.6690140845070423,0.7588028169014085,0.7588028169014085,0.7588028169014085,15.0,False,,pls,2,2,24.0,2.0,returns,,,,ported_legacy_v2,pls_H24_k2,0.045385471265688655,0.04069564419146765,-0.0014508100518091124,-0.02555646753235403,0.5673885129999838,0.5673885129999838,0.5231782370043916,0.4893649063636906,234.0,192.0,240.0,0.5243822287088782,0.9495517793728344,1,trailing_holdout,240,False,False,False,False,True,0.98,0.96,0.31999999999999995,0.48,0.03857765057583536,-0.00021762150777136685,0.0,0.03836002906806399,baseline_mean,3,True,False,True,True,3.0,False,False,stage1_survivor_stage2_nonselected,stage1_spec_protocol_selection+stage2_protocol_covariance_selection,0.7588028169014085,
pls_H2_k2__rolling240m_annual__regime_mean,pls_H2_k2,rolling240m_annual,rolling,240,12,1,pls_H2_k2__rolling240m_annual__regime_mean__regime_dcc__zero_cross,regime_dcc__zero_cross,regime_dcc,asset_regime_dcc,factor_apt_regime,zero,pure_qp,1.0,0.0896527940450264,0.0896527940450264,0.0896527940450264,0.0623547734203462,0.0623547734203462,0.0429754365861768,0.005039295321805,0.0378165494478775,0.027298020624680196,0.027298020624680196,0.0,0.04667735745884959,0.0846134987232214,0.051836244597148896,1.1212644639159286,,cuda:1,0.05633802816901412,0.9859154929577465,0.7605633802816901,0.7605633802816901,0.6690140845070423,0.7376760563380282,0.7376760563380282,0.7376760563380282,16.0,False,,pls,2,2,2.0,2.0,returns,,,,ported_legacy_v2,pls_H2_k2,0.04530791445315138,0.0414605120053011,-0.0028440520814641485,-0.029376634484264356,0.5821860685293003,0.5821860685293003,0.5193710348464198,0.46920263686039004,234.0,192.0,240.0,0.6374434350520934,0.8448145814569078,1,trailing_holdout,240,False,False,False,False,True,0.96,0.92,0.42000000000000004,0.45999999999999996,0.038511727285178675,-0.00042660781221962225,0.0,0.038085119472959054,regime_mean,6,True,False,True,True,6.0,False,False,stage1_survivor_stage2_nonselected,stage1_spec_protocol_selection+stage2_protocol_covariance_selection,0.7376760563380282,
pls_H2_k2__rolling240m_annual__regime_mean,pls_H2_k2,rolling240m_annual,rolling,240,12,1,pls_H2_k2__rolling240m_annual__regime_mean__dcc,dcc,dcc,asset_dcc,factor_apt_regime,estimated,pure_qp,1.0,0.08988334171824092,0.08988334171824092,0.0902261495955256,0.0704928201560207,0.0704928201560207,0.0429754365861768,0.005039295321805,0.0378165494478775,0.019733329439504912,0.019733329439504912,-0.00034280787728468987,0.047250713009348806,0.08518685427372061,0.05240960014764811,1.141942516029605,,cuda:1,0.28873239436619713,0.7746478873239436,0.8450704225352113,0.8450704225352113,0.3661971830985915,0.7253521126760564,0.7253521126760564,0.7253521126760564,17.0,False,,pls,2,2,2.0,2.0,returns,,,,ported_legacy_v2,pls_H2_k2,0.04530791445315138,0.0414605120053011,-0.0028440520814641485,-0.029376634484264356,0.5821860685293003,0.5821860685293003,0.5193710348464198,0.46920263686039004,234.0,192.0,240.0,0.6374434350520934,0.8448145814569078,1,trailing_holdout,240,False,False,False,False,True,0.96,0.92,0.42000000000000004,0.45999999999999996,0.038511727285178675,-0.00042660781221962225,0.0,0.038085119472959054,regime_mean,6,True,False,True,True,6.0,False,False,stage1_survivor_stage2_nonselected,stage1_spec_protocol_selection+stage2_protocol_covariance_selection,0.7253521126760564,
pls_H1_k2__rolling240m_annual__regime_mean,pls_H1_k2,rolling240m_annual,rolling,240,12,1,pls_H1_k2__rolling240m_annual__regime_mean__regime_dcc,regime_dcc,regime_dcc,asset_regime_dcc,factor_apt_regime,estimated,pure_qp,1.0,0.0891092925396453,0.0891092925396453,0.0884745907442721,0.0616838096914077,0.0616838096914077,0.0429754365861768,0.005039295321805,0.0378165494478775,0.026790781052864393,0.026790781052864393,0.0006347017953731993,0.045499154158095294,0.0834352954224671,0.0506580412963946,1.1229311811214835,,cuda:1,0.014084507042253502,0.9577464788732395,0.647887323943662,0.647887323943662,0.9154929577464789,0.7147887323943662,0.7147887323943662,0.7147887323943662,18.0,False,,pls,2,2,1.0,2.0,returns,,,,ported_legacy_v2,pls_H1_k2,0.04599483683163494,0.042465320953960495,-0.0006814833690415023,-0.02672979464824226,0.5853276715012625,0.5853276715012625,0.5174663350017368,0.4730424408508606,234.0,192.0,240.0,0.6312442468279548,0.845405750264634,1,trailing_holdout,240,False,False,False,False,True,1.0,0.98,0.43999999999999995,0.42000000000000004,0.0390956113068897,-0.00010222250535622534,0.0,0.03899338880153347,regime_mean,2,True,False,True,True,2.0,False,False,stage1_survivor_stage2_nonselected,stage1_spec_protocol_selection+stage2_protocol_covariance_selection,0.7147887323943662,
pls_H24_k2__rolling240m_annual__baseline_mean,pls_H24_k2,rolling240m_annual,rolling,240,12,1,pls_H24_k2__rolling240m_annual__baseline_mean__regime_dcc__zero_cross,regime_dcc__zero_cross,regime_dcc,asset_regime_dcc,factor_apt,zero,pure_qp,1.0,0.0894709862809998,0.0894709862809998,0.0894709862809998,0.072040841068242,0.072040841068242,0.0429754365861768,0.005039295321805,0.0378165494478775,0.01743014521275779,0.01743014521275779,0.0,0.046495549694822995,0.0844316909591948,0.0516544368331223,1.124014688092187,,cuda:0,0.7887323943661972,0.5492957746478873,0.7183098591549295,0.7183098591549295,0.6690140845070423,0.7059859154929577,0.7059859154929577,0.7059859154929577,19.0,False,,pls,2,2,24.0,2.0,returns,,,,ported_legacy_v2,pls_H24_k2,0.045385471265688655,0.04069564419146765,-0.0014508100518091124,-0.02555646753235403,0.5673885129999838,0.5673885129999838,0.5231782370043916,0.4893649063636906,234.0,192.0,240.0,0.5243822287088782,0.9495517793728344,1,trailing_holdout,240,False,False,False,False,True,0.98,0.96,0.31999999999999995,0.48,0.03857765057583536,-0.00021762150777136685,0.0,0.03836002906806399,baseline_mean,3,True,False,True,True,3.0,False,False,stage1_survivor_stage2_nonselected,stage1_spec_protocol_selection+stage2_protocol_covariance_selection,0.7059859154929577,
pls_H24_k2__rolling240m_annual__regime_mean,pls_H24_k2,rolling240m_annual,rolling,240,12,1,pls_H24_k2__rolling240m_annual__regime_mean__const,const,const,constant,factor_apt_regime,estimated,pure_qp,1.0,0.0888854210538419,0.0888854210538419,0.0872844205789356,0.071032513369747,0.071032513369747,0.0429754365861768,0.005039295321805,0.0378165494478775,0.016251907209188593,0.016251907209188593,0.0016010004749063,0.044308983992758795,0.0822451252571306,0.0494678711310581,1.117594109761315,,cuda:1,0.4295774647887324,0.2816901408450704,0.6056338028169015,0.6056338028169015,0.9859154929577465,0.7007042253521127,0.7007042253521127,0.7007042253521127,20.0,False,,pls,2,2,24.0,2.0,returns,,,,ported_legacy_v2,pls_H24_k2,0.045385471265688655,0.04069564419146765,-0.0014508100518091124,-0.02555646753235403,0.5673885129999838,0.5673885129999838,0.5231782370043916,0.4893649063636906,234.0,192.0,240.0,0.5243822287088782,0.9495517793728344,1,trailing_holdout,240,False,False,False,False,True,0.98,0.96,0.31999999999999995,0.48,0.03857765057583536,-0.00021762150777136685,0.0,0.03836002906806399,regime_mean,4,True,False,True,True,4.0,False,False,stage1_survivor_stage2_nonselected,stage1_spec_protocol_selection+stage2_protocol_covariance_selection,0.7007042253521127,
pls_H2_k2__rolling240m_annual__baseline_mean,pls_H2_k2,rolling240m_annual,rolling,240,12,1,pls_H2_k2__rolling240m_annual__baseline_mean__regime_dcc__zero_cross,regime_dcc__zero_cross,regime_dcc,asset_regime_dcc,factor_apt,zero,pure_qp,1.0,0.089419228254371,0.089419228254371,0.089419228254371,0.0710148412165119,0.0710148412165119,0.0429754365861768,0.005039295321805,0.0378165494478775,0.0184043870378591,0.0184043870378591,0.0,0.0464437916681942,0.084379932932566,0.0516026788064935,1.1161428194194714,,cuda:0,0.3943661971830986,0.6619718309859155,0.704225352112676,0.704225352112676,0.6690140845070423,0.6954225352112675,0.6954225352112675,0.6954225352112675,21.0,False,,pls,2,2,2.0,2.0,returns,,,,ported_legacy_v2,pls_H2_k2,0.04530791445315138,0.0414605120053011,-0.0028440520814641485,-0.029376634484264356,0.5821860685293003,0.5821860685293003,0.5193710348464198,0.46920263686039004,234.0,192.0,240.0,0.6374434350520934,0.8448145814569078,1,trailing_holdout,240,False,False,False,False,True,0.96,0.92,0.42000000000000004,0.45999999999999996,0.038511727285178675,-0.00042660781221962225,0.0,0.038085119472959054,baseline_mean,5,True,False,True,True,5.0,False,False,stage1_survivor_stage2_nonselected,stage1_spec_protocol_selection+stage2_protocol_covariance_selection,0.6954225352112675,
pls_H24_k2__rolling240m_annual__baseline_mean,pls_H24_k2,rolling240m_annual,rolling,240,12,1,pls_H24_k2__rolling240m_annual__baseline_mean__adcc,adcc,adcc,asset_adcc,factor_apt,estimated,pure_qp,1.0,0.08966370179437912,0.08966370179437912,0.0896638957247256,0.0728018583383335,0.0728018583383335,0.0429754365861768,0.005039295321805,0.0378165494478775,0.01686203738639211,0.01686203738639211,-1.9393034648984564e-07,0.046688459138548806,0.08462460040292061,0.05184734627684811,1.1327865020842702,,cuda:0,0.9366197183098591,0.45070422535211263,0.7746478873239436,0.7746478873239436,0.43661971830985913,0.6901408450704225,0.6901408450704225,0.6901408450704225,22.0,False,,pls,2,2,24.0,2.0,returns,,,,ported_legacy_v2,pls_H24_k2,0.045385471265688655,0.04069564419146765,-0.0014508100518091124,-0.02555646753235403,0.5673885129999838,0.5673885129999838,0.5231782370043916,0.4893649063636906,234.0,192.0,240.0,0.5243822287088782,0.9495517793728344,1,trailing_holdout,240,False,False,False,False,True,0.98,0.96,0.31999999999999995,0.48,0.03857765057583536,-0.00021762150777136685,0.0,0.03836002906806399,baseline_mean,3,True,False,True,True,3.0,False,False,stage1_survivor_stage2_nonselected,stage1_spec_protocol_selection+stage2_protocol_covariance_selection,0.6901408450704225,
pls_H12_k2__rolling240m_annual__regime_mean,pls_H12_k2,rolling240m_annual,rolling,240,12,1,pls_H12_k2__rolling240m_annual__regime_mean__regime_dcc__zero_cross,regime_dcc__zero_cross,regime_dcc,asset_regime_dcc,factor_apt_regime,zero,pure_qp,1.0,0.0893009157338327,0.0893009157338327,0.0893009157338327,0.0654035426708978,0.0654035426708978,0.0429754365861768,0.005039295321805,0.0378165494478775,0.023897373062934893,0.023897373062934893,0.0,0.0463254791476559,0.0842616204120277,0.0514843662859552,1.1222862168895047,,cuda:1,0.14084507042253525,0.9014084507042254,0.676056338028169,0.676056338028169,0.6690140845070423,0.6742957746478873,0.6742957746478873,0.6742957746478873,23.0,False,,pls,2,2,12.0,2.0,returns,,,,ported_legacy_v2,pls_H12_k2,0.04393403270776767,0.03924292567086418,-0.002989471125259799,-0.02799367512841348,0.5708345372217636,0.5708345372217636,0.5180973973616043,0.4732718293301915,234.0,192.0,240.0,0.5800241867056645,0.9425475285901042,1,trailing_holdout,240,False,False,False,False,True,0.92,0.9,0.33999999999999997,0.43999999999999995,0.03734392780160252,-0.00044842066878896983,0.0,0.03689550713281355,regime_mean,8,True,False,True,True,8.0,False,False,stage1_survivor_stage2_nonselected,stage1_spec_protocol_selection+stage2_protocol_covariance_selection,0.6742957746478873,
pls_H24_k2__rolling240m_annual__regime_mean,pls_H24_k2,rolling240m_annual,rolling,240,12,1,pls_H24_k2__rolling240m_annual__regime_mean__regime_dcc__zero_cross,regime_dcc__zero_cross,regime_dcc,asset_regime_dcc,factor_apt_regime,zero,pure_qp,1.0,0.0892537682064257,0.0892537682064257,0.0892537682064257,0.0650059271548831,0.0650059271548831,0.0429754365861768,0.005039295321805,0.0378165494478775,0.024247841051542596,0.024247841051542596,0.0,0.04627833162024889,0.0842144728846207,0.051437218758548196,1.1241068417844848,,cuda:1,0.09859154929577463,0.9154929577464789,0.6619718309859155,0.6619718309859155,0.6690140845070423,0.6637323943661972,0.6637323943661972,0.6637323943661972,24.0,False,,pls,2,2,24.0,2.0,returns,,,,ported_legacy_v2,pls_H24_k2,0.045385471265688655,0.04069564419146765,-0.0014508100518091124,-0.02555646753235403,0.5673885129999838,0.5673885129999838,0.5231782370043916,0.4893649063636906,234.0,192.0,240.0,0.5243822287088782,0.9495517793728344,1,trailing_holdout,240,False,False,False,False,True,0.98,0.96,0.31999999999999995,0.48,0.03857765057583536,-0.00021762150777136685,0.0,0.03836002906806399,regime_mean,4,True,False,True,True,4.0,False,False,stage1_survivor_stage2_nonselected,stage1_spec_protocol_selection+stage2_protocol_covariance_selection,0.6637323943661972,
pls_H24_k2__rolling240m_annual__baseline_mean,pls_H24_k2,rolling240m_annual,rolling,240,12,1,pls_H24_k2__rolling240m_annual__baseline_mean__dcc,dcc,dcc,asset_dcc,factor_apt,estimated,pure_qp,1.0,0.08951424676446641,0.08951424676446641,0.0896159949045944,0.0728093314755143,0.0728093314755143,0.0429754365861768,0.005039295321805,0.0378165494478775,0.016806663429080104,0.016806663429080104,-0.00010174814012799127,0.0466405583184176,0.0845766995827894,0.05179944545671691,1.1323725469200243,,cuda:0,0.9647887323943662,0.43661971830985913,0.7323943661971831,0.7323943661971831,0.4084507042253521,0.6514084507042254,0.6514084507042254,0.6514084507042254,25.0,False,,pls,2,2,24.0,2.0,returns,,,,ported_legacy_v2,pls_H24_k2,0.045385471265688655,0.04069564419146765,-0.0014508100518091124,-0.02555646753235403,0.5673885129999838,0.5673885129999838,0.5231782370043916,0.4893649063636906,234.0,192.0,240.0,0.5243822287088782,0.9495517793728344,1,trailing_holdout,240,False,False,False,False,True,0.98,0.96,0.31999999999999995,0.48,0.03857765057583536,-0.00021762150777136685,0.0,0.03836002906806399,baseline_mean,3,True,False,True,True,3.0,False,False,stage1_survivor_stage2_nonselected,stage1_spec_protocol_selection+stage2_protocol_covariance_selection,0.6514084507042254,
pls_H2_k2__rolling240m_annual__regime_mean,pls_H2_k2,rolling240m_annual,rolling,240,12,1,pls_H2_k2__rolling240m_annual__regime_mean__adcc,adcc,adcc,asset_adcc,factor_apt_regime,estimated,pure_qp,1.0,0.08960304724104909,0.08960304724104909,0.0900606825724212,0.0704761413899585,0.0704761413899585,0.0429754365861768,0.005039295321805,0.0378165494478775,0.019584541182462695,0.019584541182462695,-0.0004576353313721082,0.047085245986244396,0.0850213872506162,0.0522441331245437,1.1398707448093983,,cuda:1,0.2605633802816901,0.7323943661971831,0.7464788732394366,0.7464788732394366,0.323943661971831,0.6408450704225352,0.6408450704225352,0.6408450704225352,26.0,False,,pls,2,2,2.0,2.0,returns,,,,ported_legacy_v2,pls_H2_k2,0.04530791445315138,0.0414605120053011,-0.0028440520814641485,-0.029376634484264356,0.5821860685293003,0.5821860685293003,0.5193710348464198,0.46920263686039004,234.0,192.0,240.0,0.6374434350520934,0.8448145814569078,1,trailing_holdout,240,False,False,False,False,True,0.96,0.92,0.42000000000000004,0.45999999999999996,0.038511727285178675,-0.00042660781221962225,0.0,0.038085119472959054,regime_mean,6,True,False,True,True,6.0,False,False,stage1_survivor_stage2_nonselected,stage1_spec_protocol_selection+stage2_protocol_covariance_selection,0.6408450704225352,
pls_H1_k2__rolling240m_annual__regime_mean,pls_H1_k2,rolling240m_annual,rolling,240,12,1,pls_H1_k2__rolling240m_annual__regime_mean__dcc__zero_cross,dcc__zero_cross,dcc,asset_dcc,factor_apt_regime,zero,pure_qp,1.0,0.0889053679307594,0.0889053679307594,0.0889053679307594,0.0692259649237642,0.0692259649237642,0.0429754365861768,0.005039295321805,0.0378165494478775,0.019679403006995194,0.019679403006995194,0.0,0.0459299313445826,0.0838660726089544,0.0510888184828819,1.1097727605184022,,cuda:1,0.204225352112676,0.7605633802816901,0.619718309859155,0.619718309859155,0.6690140845070423,0.6320422535211269,0.6320422535211269,0.6320422535211269,27.0,False,,pls,2,2,1.0,2.0,returns,,,,ported_legacy_v2,pls_H1_k2,0.04599483683163494,0.042465320953960495,-0.0006814833690415023,-0.02672979464824226,0.5853276715012625,0.5853276715012625,0.5174663350017368,0.4730424408508606,234.0,192.0,240.0,0.6312442468279548,0.845405750264634,1,trailing_holdout,240,False,False,False,False,True,1.0,0.98,0.43999999999999995,0.42000000000000004,0.0390956113068897,-0.00010222250535622534,0.0,0.03899338880153347,regime_mean,2,True,False,True,True,2.0,False,False,stage1_survivor_stage2_nonselected,stage1_spec_protocol_selection+stage2_protocol_covariance_selection,0.6320422535211269,
pls_H24_k2__rolling240m_annual__baseline_mean,pls_H24_k2,rolling240m_annual,rolling,240,12,1,pls_H24_k2__rolling240m_annual__baseline_mean__regime_dcc__gated_cross,regime_dcc__gated_cross,regime_dcc,asset_regime_dcc,factor_apt,regime_gated,pure_qp,1.0,0.08936704580575859,0.08936704580575859,0.0894190160433792,0.072040841068242,0.072040841068242,0.0429754365861768,0.005039295321805,0.0378165494478775,0.01737817497513719,0.01737817497513719,-5.1970237620602155e-05,0.04644357945720239,0.0843797207215742,0.051602466595501696,1.1320858078815477,,cuda:0,0.7887323943661972,0.5352112676056338,0.6901408450704225,0.6901408450704225,0.4225352112676056,0.6232394366197183,0.6232394366197183,0.6232394366197183,28.0,False,,pls,2,2,24.0,2.0,returns,,,,ported_legacy_v2,pls_H24_k2,0.045385471265688655,0.04069564419146765,-0.0014508100518091124,-0.02555646753235403,0.5673885129999838,0.5673885129999838,0.5231782370043916,0.4893649063636906,234.0,192.0,240.0,0.5243822287088782,0.9495517793728344,1,trailing_holdout,240,False,False,False,False,True,0.98,0.96,0.31999999999999995,0.48,0.03857765057583536,-0.00021762150777136685,0.0,0.03836002906806399,baseline_mean,3,True,False,True,True,3.0,False,False,stage1_survivor_stage2_nonselected,stage1_spec_protocol_selection+stage2_protocol_covariance_selection,0.6232394366197183,
pls_H1_k2__rolling240m_annual__regime_mean,pls_H1_k2,rolling240m_annual,rolling,240,12,1,pls_H1_k2__rolling240m_annual__regime_mean__adcc__zero_cross,adcc__zero_cross,adcc,asset_adcc,factor_apt_regime,zero,pure_qp,1.0,0.0888405479189053,0.0888405479189053,0.0888405479189053,0.0692109090907599,0.0692109090907599,0.0429754365861768,0.005039295321805,0.0378165494478775,0.019629638828145404,0.019629638828145404,0.0,0.045865111332728505,0.0838012525971003,0.05102399847102781,1.1090031992298248,,cuda:1,0.176056338028169,0.7464788732394366,0.5915492957746479,0.5915492957746479,0.6690140845070423,0.6109154929577465,0.6109154929577465,0.6109154929577465,29.0,False,,pls,2,2,1.0,2.0,returns,,,,ported_legacy_v2,pls_H1_k2,0.04599483683163494,0.042465320953960495,-0.0006814833690415023,-0.02672979464824226,0.5853276715012625,0.5853276715012625,0.5174663350017368,0.4730424408508606,234.0,192.0,240.0,0.6312442468279548,0.845405750264634,1,trailing_holdout,240,False,False,False,False,True,1.0,0.98,0.43999999999999995,0.42000000000000004,0.0390956113068897,-0.00010222250535622534,0.0,0.03899338880153347,regime_mean,2,True,False,True,True,2.0,False,False,stage1_survivor_stage2_nonselected,stage1_spec_protocol_selection+stage2_protocol_covariance_selection,0.6109154929577465,
