oos_protocol,train_window_mode,refit_every,rebalance_every,rolling_train_months,fixed_train_end,strategy_display,strategy,strategy_legacy_label,comparison_role,benchmark_primary,benchmark_note,benchmark_source,cross_mode,months,ann_ret,ann_vol,sharpe,cer_ann,avg_turnover,avg_risky_weight,max_drawdown
rolling240m_annual,rolling,12,1,240,,myopic,myopic,predictive_static,reference_only,False,reference-only myopic benchmark,,reference,239,0.05774568016278425,0.08081223883085797,0.7362995967490195,0.04317547400140711,0.34038431118158774,0.6135319472887639,-0.13175890916241284
rolling240m_annual,rolling,12,1,240,,pipinn,pipinn,ppgdpo,method_candidate,False,PI-PINN value-gradient projection with estimated cross,,estimated,239,0.08126222472844691,0.09835583140148459,0.845565188242128,0.05898159316701418,0.7578916714141745,0.922809214832858,-0.18054074069481563
rolling240m_annual,rolling,12,1,240,,pipinn_zero,pipinn_zero,ppgdpo_zero,method_candidate,False,PI-PINN value-gradient projection with zero cross,,zero,239,0.08450297674366736,0.10751580667547206,0.8102007577877756,0.05821026632993774,0.7370286863977754,0.9378290496826482,-0.22816040380847413
rolling240m_annual,rolling,12,1,240,,equal_weight,equal_weight,equal_weight,external_benchmark,True,standard external benchmark,,benchmark,239,0.05952448202629368,0.10839228868037327,0.5891641767473172,0.03448863291270624,0.027324782616345154,1.0,-0.38382737606518536
rolling240m_annual,rolling,12,1,240,,min_variance,min_variance,min_variance,external_benchmark,True,standard external benchmark,,benchmark,239,0.009339396781785858,0.010115561238259671,0.9243768000236379,0.009094778679953168,0.0041523229576054055,0.305837818537421,-0.013640921346801727
rolling240m_annual,rolling,12,1,240,,risk_parity,risk_parity,risk_parity,external_benchmark,True,standard external benchmark,,benchmark,239,0.017003477728279037,0.03114666265071731,0.5572194316911449,0.014930239175614535,0.018542471469262554,0.5394893960907468,-0.09821107532019857
