refit_index,decision_date,train_window_start,train_window_end,epoch_in_outer,lr,train_total,train_pde,train_bc,train_bc_dx,val_total,val_pde,val_bc,val_bc_dx,val_grad_l2_mean,val_grad_l2_std,val_grad_l2_cv,val_grad_dir_cos_mean,outer_iter,global_epoch
11,2010-01-31,1990-02-28,2010-01-31,1,0.0005,0.7027390958164073,0.016684697327882695,0.06181028692688238,0.022650509739900244,0.13328493848897627,0.013612589557388553,0.010041133577830937,0.006420337717759455,0.09972222969984874,0.027388543805066258,0.27464832678585277,0.8872437655775917,1,1
11,2010-01-31,1990-02-28,2010-01-31,2,0.0005,0.13893934072460018,0.013790134300121262,0.010689617211514894,0.006084344769776656,0.1289364159219742,0.011448006073284746,0.011308143741676187,0.0014689908106425224,0.07191579741884756,0.0283280136816622,0.39390529347495984,0.7811462991912981,1,2
11,2010-01-31,1990-02-28,2010-01-31,3,0.0005,0.12214676646552297,0.01179184826320107,0.01053647540457834,0.0016633880521795008,0.12804166284051677,0.010498455667036631,0.010971107404655962,0.002610711042306841,0.056314147081922804,0.022002916759089296,0.39071738645643067,0.2729221624593628,1,3
11,2010-01-31,1990-02-28,2010-01-31,4,0.0005,0.13132444301938295,0.010920573447705074,0.011212509389639958,0.0027595918917594354,0.128451157376596,0.010254584069710918,0.010084852577334479,0.005782682511180097,0.05273984476827387,0.020445001363803422,0.3876575872753556,0.03159654030935067,1,4
11,2010-01-31,1990-02-28,2010-01-31,5,0.0005,0.1393036363114741,0.01069814070228065,0.011155491329114729,0.005683527439348731,0.12835555606045423,0.010302558314983397,0.009879204849213072,0.006420316417780047,0.05415190586810556,0.021225592920762364,0.3919639057671639,0.05593856973648832,1,5
11,2010-01-31,1990-02-28,2010-01-31,6,0.0005,0.13879558747703247,0.010743452069131592,0.010959956972638041,0.006150855227173488,0.08585229495686772,0.010324858480958621,0.006311085870852953,0.004138859255793185,0.05483913078245791,0.02131709982187944,0.38872059292336225,0.1456759211367672,1,6
11,2010-01-31,1990-02-28,2010-01-31,7,0.0005,0.09229933547613785,0.010767772532627614,0.006987250712970945,0.0038863519379335916,0.032335191317845714,0.01028671313992883,0.0017416293767582593,0.0015440614701114313,0.05770745999838231,0.026595480946888603,0.46086728625323065,0.3558047353618875,1,7
11,2010-01-31,1990-02-28,2010-01-31,8,0.0005,0.03421998520838268,0.010741131193255328,0.0019227489379774678,0.001417121545117557,0.04195163337733381,0.010168781342555602,0.0028090826268398123,0.0012306752554600295,0.0713546250021035,0.029178923614830092,0.40892826785988495,0.7764897861373885,1,8
11,2010-01-31,1990-02-28,2010-01-31,9,0.0005,0.040281868330265695,0.010646614404252755,0.002590036776691911,0.0012449620530312789,0.07421794078150352,0.010126866569214769,0.005693456485311902,0.002385503119723246,0.08148018028183346,0.027793280396607105,0.34110479332971,0.8553978742772895,1,9
11,2010-01-31,1990-02-28,2010-01-31,10,0.0005,0.07291193673585113,0.010623752616379548,0.005509398179893281,0.0023980674401795922,0.07064806106236385,0.010086058931089402,0.005259824949945062,0.0026545842106079427,0.0826346498012113,0.027677898234060788,0.334943004728654,0.8589064244440558,1,10
11,2010-01-31,1990-02-28,2010-01-31,11,0.0005,0.07070607861492069,0.010597825274335285,0.0052233055411933975,0.0026250659762171434,0.04520206187778504,0.009968736940898698,0.0029170257666976188,0.0020210224233033845,0.07627433669111763,0.02831035970635763,0.3711649365085795,0.8134530547035341,1,11
11,2010-01-31,1990-02-28,2010-01-31,12,0.0005,0.04653942089221213,0.01049404378373162,0.0030218282097704977,0.0019423650035918427,0.026689222207712696,0.009649959225810096,0.0013272612123222964,0.0012555502862265444,0.06465074522547695,0.028508884599294744,0.4409676030631837,0.6460580171442734,1,12
11,2010-01-31,1990-02-28,2010-01-31,13,0.0005,0.028428597288148914,0.010193469122885825,0.0014787750784237654,0.0011491257936751451,0.021670668262222522,0.009085735936648985,0.0009708040677558484,0.0009589638826716852,0.05350302418245286,0.026903316313379944,0.5028372923145157,0.33515201964827523,1,13
11,2010-01-31,1990-02-28,2010-01-31,14,0.0005,0.023216729882819604,0.00965661458317372,0.0010900159876376212,0.0008866518077565574,0.02936751217126464,0.008494467929904433,0.00177488737178919,0.0010413901744894356,0.04836623358089591,0.024935908038027105,0.5155643860660696,0.14216863553617864,1,14
11,2010-01-31,1990-02-28,2010-01-31,15,0.0005,0.03180079771890079,0.009094337570101599,0.001958504935919749,0.0010404702632005674,0.036558137097744345,0.008220395306053865,0.0025231692652213046,0.0010353497131591438,0.04801939793025496,0.024781150988652714,0.5160654139933263,0.15024423149829408,1,15
11,2010-01-31,1990-02-28,2010-01-31,16,0.0005,0.03964895421068012,0.008834335036993417,0.0027613494629618257,0.0010670415146894839,0.02774578513381848,0.008220440146220965,0.0017456592117512193,0.0006895842900284402,0.048037049831366606,0.026302054233465717,0.5475368237279743,0.18218891936751064,1,16
11,2010-01-31,1990-02-28,2010-01-31,17,0.0005,0.030004230636060076,0.00883478860483526,0.0019008735290982448,0.0007202355800807898,0.014187383379948043,0.008459105718857824,0.00045597466837215737,0.0003895103257895484,0.049837774251641445,0.028026595364264474,0.562356470022032,0.30582403079068293,1,17
11,2010-01-31,1990-02-28,2010-01-31,18,0.0005,0.015172726220566393,0.009062269366323837,0.0004950314120307779,0.00038671424464492533,0.01907475641384326,0.00884558848024344,0.0008038986278331861,0.0007300605517559866,0.05837110742693069,0.027656897459457336,0.4738114146672135,0.6011391559233745,1,18
11,2010-01-31,1990-02-28,2010-01-31,19,0.0005,0.02028932266279186,0.009432288139761033,0.0008827703537441945,0.0006764436618629615,0.028260702452722268,0.008944587967170313,0.0015740843233029817,0.0011917570841740452,0.06469670951728618,0.02701033480841458,0.41749162503706805,0.7143761303118914,1,19
11,2010-01-31,1990-02-28,2010-01-31,20,0.0005,0.030180894075530745,0.009526246016283841,0.0017269476701966822,0.0011283904524266941,0.029208100236939368,0.00878160549168297,0.0016812233028700029,0.0012047539055187904,0.06600309039841856,0.026762824984034348,0.40547835589221487,0.7434082131528125,1,20
11,2010-01-31,1990-02-28,2010-01-31,21,0.0005,0.030899818108961277,0.009365972293177066,0.001804373034406834,0.0011633718239052906,0.021974981899450872,0.008460119010001918,0.001134878957628491,0.0007220244377213485,0.06158431412375405,0.02720435095121592,0.4417415521557496,0.7124872385372324,1,21
11,2010-01-31,1990-02-28,2010-01-31,22,0.0005,0.023021714303028573,0.00904813282728005,0.0011835521347038518,0.0007126867095700017,0.011477347905615928,0.00811732530596782,0.00027937846342731247,0.00018874598845832814,0.05230802585636674,0.028386337777680033,0.5426765160847383,0.5710264636989687,1,22
11,2010-01-31,1990-02-28,2010-01-31,23,0.0005,0.012304506824929541,0.008703396603356827,0.00030002763235224085,0.0002002779660167687,0.016347860659882956,0.007887436533011868,0.0007196799854401726,0.00042120809082312074,0.044695488767918665,0.02509941908439657,0.561564918848083,0.13883101975526047,1,23
11,2010-01-31,1990-02-28,2010-01-31,24,0.0005,0.017660755913818226,0.008460931341428939,0.0007941445862270281,0.0004194595700396692,0.025471112516384647,0.007670606553380763,0.0015308503566865638,0.0008306674653794153,0.04326540061733553,0.02217576975363179,0.512552037532605,0.05540612958596721,1,24
11,2010-01-31,1990-02-28,2010-01-31,25,0.0005,0.027520363666312567,0.008236810405467724,0.0016808834815767047,0.000824906148359265,0.022749485726363462,0.007489888365178943,0.0013018490601234504,0.000747035586650005,0.043071092200280256,0.022591725895313143,0.5245217666118153,0.06171949741701581,1,25
11,2010-01-31,1990-02-28,2010-01-31,26,0.0005,0.025223512582290164,0.008052794192451057,0.0014912149698414513,0.0007528562304748652,0.015321054785835233,0.007425122876571146,0.0006894587924052821,0.0003337813284037558,0.04436695705910509,0.025221402032672723,0.568472645771051,0.1829670059221872,1,26
11,2010-01-31,1990-02-28,2010-01-31,27,0.0005,0.017496366546873133,0.007983675631550922,0.0008457501444628409,0.00035172982356460004,0.010291998422111214,0.00755996934895579,0.00024290428193737384,0.00010099541792722801,0.047502973828591796,0.02739077714036772,0.5766118277687601,0.4656413234811479,1,27
11,2010-01-31,1990-02-28,2010-01-31,28,0.0005,0.011407281343939276,0.008104751881298798,0.00029587880453614123,0.00011458047242635526,0.013502583133269441,0.007831548829228041,0.00046437684689741815,0.0003424219450224061,0.05180594877694048,0.025493319326079362,0.49209249971953567,0.5424203894856978,1,28
11,2010-01-31,1990-02-28,2010-01-31,29,0.0005,0.014134889502847527,0.00835035985692717,0.00047865335328646524,0.0003326653710185681,0.018561273575197414,0.007852140386332945,0.0009065176762813404,0.0005479854753503547,0.05325408100265229,0.024538031612910467,0.4607727837968996,0.5607878344585866,1,29
11,2010-01-31,1990-02-28,2010-01-31,30,0.0005,0.019432861555951107,0.008352841678297024,0.0009497030721224327,0.0005276630521432529,0.014486799316744334,0.007644955944073427,0.0005656481965346354,0.0003951204691081842,0.05173756757642297,0.024786563882675708,0.4790825035788607,0.5527307430290399,1,30
11,2010-01-31,1990-02-28,2010-01-31,31,0.0005,0.01522584062407528,0.008137059393889642,0.0005938634058457351,0.0003833823905760956,0.009312756999059826,0.007263060412458108,0.0001666166533310206,0.00012784335109717145,0.04786987708594889,0.025837788547227028,0.5397504564527211,0.5051673427379513,1,31
11,2010-01-31,1990-02-28,2010-01-31,32,0.0005,0.010107746044202306,0.00775308156850682,0.00019589148578820465,0.0001319165392711466,0.009572241222876008,0.006963830655524618,0.00022054225784720995,0.00013432932962643062,0.042379397143753286,0.02510389362874534,0.5923607868047472,0.21601152798318174,1,32
11,2010-01-31,1990-02-28,2010-01-31,33,0.0005,0.010616672009204492,0.007442531332400727,0.0002740702596582549,0.00014447936007373852,0.012595256245975659,0.006851459944820467,0.0004987017904503398,0.0002522594655505982,0.040494715476164546,0.023340940421210772,0.5763947115162394,0.10246628686712278,1,33
11,2010-01-31,1990-02-28,2010-01-31,34,0.0005,0.013470522438372852,0.007311813661492192,0.0005381187714047077,0.00025917368761119446,0.009791200706040221,0.006777638971229072,0.0002592346235611733,0.00014040516639980525,0.04055201349642962,0.02416828984518421,0.5959824720252084,0.1462145454422719,1,34
11,2010-01-31,1990-02-28,2010-01-31,35,0.0005,0.010497117791319772,0.007223056329572684,0.0002832222383968755,0.00014727969259277775,0.008231588342172864,0.0067479809179824875,0.00012446138859364682,7.966451275130305e-05,0.04461927048655424,0.025009581586113737,0.5605107558434752,0.46611618362167284,1,35
11,2010-01-31,1990-02-28,2010-01-31,36,0.0005,0.00895333711652217,0.007180173769137269,0.00015239587804819567,8.306818896764857e-05,0.009683491316736079,0.00680048725164817,0.00023496069068973402,0.00017779905273018943,0.04587005028150784,0.023927346248466992,0.5216333005957009,0.4848597204643828,1,36
